id,parentId,type,name,mapping,exclude
255,252,mapping,Cycle Pilotview Next,[LB][▲],0
256,,category,PC_MODE_SWITCHES,,0
257,256,mapping,Action Pc Control,[LB][B],0
258,,category,PHOTO_MODE_ACTIONS,,0
259,258,mapping,Photo Mode Ae Toggle,[X][▲],0
260,258,mapping,Photo Mode Af Toggle,[X][▼],0
261,258,mapping,Photo Mode Exposure Dec,[X][LB],0
262,258,mapping,Photo Mode Exposure Inc,[X][RB],0
263,258,mapping,Photo Mode Focus Dec,[X][LT],0
264,258,mapping,Photo Mode Focus Inc,[X][RT],0
265,258,mapping,Photo Mode Take Picture,[A],0
266,258,mapping,Photo Mode Zoom Dec,[Y][LT],0
267,258,mapping,Photo Mode Zoom Inc,[Y][RT],0
268,,category,PHOTO_MODE_ROTATION,,0
269,268,mapping,Photo Mode Axis Rotation X,[RS:X],0
270,268,mapping,Photo Mode Axis Rotation Y,[RS:Y],0
271,268,mapping,Photo Mode Axis Rotation Z,[LB][RS:X],0
272,268,mapping,Photo Mode Rotation Z Reset,[RS],0
273,,category,PHOTO_MODE_SWITCHES,,0
274,273,mapping,Photo Mode Off,[B],0
275,273,mapping,Photo Mode Toggle,[LB][RB],0
276,,category,PHOTO_MODE_TRANSLATION,,0
277,276,mapping,Photo Mode Axis Drone Move X,[LS:X],0
278,276,mapping,Photo Mode Axis Drone Move Z,[LS:Y],0
279,276,mapping,Photo Mode Drone Move Down,[LT],0
280,276,mapping,Photo Mode Drone Move Up,[RT],0
281,,category,PLAYER_CHARACTER_FPV,,0
282,281,mapping,Axis Pc Fpv Rotation X,[RS:X],0
283,281,mapping,Axis Pc Fpv Rotation Y,[RS:Y],0
284,281,mapping,Pc Fpv Look Reset,[RS],0
285,,category,PLAYER_CHARACTER_INTERACTION,,0
286,285,mapping,Pc Interact,[A],0
287,,category,PLAYER_CHARACTER_MOVEMENT,,0
288,287,mapping,Pc Crouch Toggle,[X],0
289,287,mapping,Pc Move Backward,[LS:Down],0
290,287,mapping,Pc Move Forward,[LS:Up],0
291,287,mapping,Pc Move Left,[LS:Left],0
292,287,mapping,Pc Move Right,[LS:Right],0
293,287,mapping,Pc Run Set,[RT],0
294,,category,RTC,,0
295,294,mapping,Skip Rtc,[Start],0
296,,category,SIM_SHORTCUT,,0
297,296,mapping,Back On Track,[RB][Back],0
298,296,mapping,Back To Fly,[RB][Back],0
299,,category,SLEW,,0
300,299,mapping,Slew Ahead Minus,[LS:Down],0
301,299,mapping,Slew Ahead Plus,[LS:Up],0
302,299,mapping,Slew Altit Minus,[LT],0
303,299,mapping,Slew Altit Plus,[RT],0
304,299,mapping,Slew Bank Minus,[LB][RS:Left],0
305,299,mapping,Slew Bank Plus,[LB][RS:Right],0
306,299,mapping,Slew Heading Minus,[RS:Left],0
307,299,mapping,Slew Heading Plus,[RS:Right],0
308,299,mapping,Slew Left,[LS:Left],0
309,299,mapping,Slew Pitch Minus,[RS:Down],0
310,299,mapping,Slew Pitch Plus,[RS:Up],0
311,299,mapping,Slew Reset,[RS],0
312,299,mapping,Slew Right,[LS:Right],0
313,,category,SMART_CAMERA,,0
314,313,mapping,Smart Camera Next,[LB][X],0
315,313,mapping,Toggle Smart Camera,[LB][A],0
316,,category,TOOLBAR,,0
317,316,mapping,Toolbar Panel Close,[X],0
318,316,mapping,Toolbar Panel Minmax,[Y],0
319,,category,TOUCHSCREEN_INTERACTIONS,,0
320,319,mapping,Cockpit Interaction Touchscreens Valid,[A],0
321,319,mapping,Cockpit Interaction Touchscreens Zoom In,[RT],0
322,319,mapping,Cockpit Interaction Touchscreens Zoom Out,[LT],0
323,,category,VIEW_MODE_SWITCHES,,0
324,323,mapping,View Mode,[Back],0
325,,category,WORLDMAP_COMMON,,0
326,325,mapping,Menu Sr Flight Plan Reset,[LS],0
327,325,mapping,Menu Sr Wm Filters,[X],0
328,,category,WORLDMAP_PAD,,0
329,328,mapping,Menu Sr Load And Save,[Start],0
330,328,mapping,Menu Sr Wm Down,[LS:Down] or [▼],0
331,328,mapping,Menu Sr Wm Left,[LS:Left] or [◀],0
332,328,mapping,Menu Sr Wm Right,[LS:Right] or [▶],0
333,328,mapping,Menu Sr Wm Up,[LS:Up] or [▲],0
334,328,mapping,Menu Wm Select Up,[Y],0
